##4113706,...2,...3
companies	company	nn2
that	that	cst
do	do	vd0
n't	n't	xx
have	have	vhi
the	the	at
obligation	obligation	nn1
of	of	io
big	big	jj
publicly	publicly	rr
traded	trade	vvn_vvd_jj@
corporations	corporation	nn2
to	to	to
disclose	disclose	vvi
finances	finance	nn2
.	.	y
Romney	romney	np1@_nn1
acknowledged	acknowledge	vvd
that	that	cst
he	he	pphs1
was	be	vbdz
using	use	vvg
current	current	jj
employment	employment	nn1
figures	figure	nn2_vvz@
for	for	if
the	the	at
four	four	mc
companies	company	nn2
,	,	y
not	not	xx
the	the	at
number	number	nn1
of	of	io
jobs	job	nn2
they	they	pphs2
had	have	vhd
when	when	cs
he	he	pphs1
left	leave	vvd
Bain	bain	fw
Capital	capital	nn1
,	,	y
yet	yet	rr
took	take	vvd
credit	credit	nn1
for	for	if
them	them	ppho2
in	in	ii_rp@
his	his	appge
analysis	analysis	nn1
.	.	y
#	#	fo
GINGRICH	gingrich	np1_vv0_nn1
:	:	y
		y
Under	under	ii
Jimmy	jimmy	np1
Carter	carter	np1
,	,	y
we	we	ppis2
had	have	vhd
the	the	at
wrong	wrong	jj
laws	law	nn2
,	,	y
the	the	at
wrong	wrong	jj
regulations	regulation	nn2
,	,	y
the	the	at
wrong	wrong	jj
leadership	leadership	nn1
,	,	y
and	and	cc
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
to	to	ii
10.8	10.8	mc
percent	percent	nnu
unemployment	unemployment	nn1
.	.	y
Under	under	ii
Ronald	ronald	np1
Reagan	reagan	np1
,	,	y
we	we	ppis2
had	have	vhd
the	the	at
right	right	jj_nn1
job	job	nn1
the	the	at
right	right	jj_nn1
laws	law	nn2
,	,	y
the	the	at
right	right	jj_nn1
regulators	regulator	nn2
,	,	y
the	the	at
right	right	jj_nn1
leadership	leadership	nn1
.	.	y
We	we	ppis2
created	create	vvd
16	16	mc
million	million	nno
new	new	jj
jobs	job	nn2
.	.	y
		y
#	#	fo
FACT	fact	nn1
CHECK	check	nn1_vv0
:	:	y
Sure	sure	jj
,	,	y
inflation	inflation	nn1
was	be	vbdz
bad	bad	jj
and	and	cc
gas	gas	nn1
lines	line	nn2
long	long	rr_vv0@
,	,	y
but	but	ccb
under	under	ii
Carter	carter	np1
's	's	ge
presidency	presidency	nn1
unemployment	unemployment	nn1
never	never	rr
topped	top	vvd_vvn
7.8	7.8	mc
percent	percent	nnu
.	.	y
The	the	at
unemployment	unemployment	nn1
rate	rate	nn1
did	do	vdd
reach	reach	vvi
10.8	10.8	mc
percent	percent	nnu
,	,	y
but	but	ccb
not	not	xx
until	until	ii@_cs
November	november	npm1
1982	1982	mc
,	,	y
nearly	nearly	rr
two	two	mc
years	year	nnt2
into	into	ii
Reagan	reagan	np1
's	's	ge
first	first	md
term	term	nn1
.	.	y
#	#	fo
Most	most	dat
economists	economist	nn2
attribute	attribute	vv0
the	the	at
jobless	jobless	jj
increase	increase	nn1
to	to	ii
a	a	at1
sharp	sharp	jj
rise	rise	nn1
in	in	ii
interest	interest	nn1
rates	rate	nn2
engineered	engineer	vvn
by	by	ii
then-Federal	then-federal	jj
Reserve	reserve	jj_nn1
Chairman	chairman	nn1
Paul	paul	np1
Volcker	volcker	np1_nn1
in	in	ii
an	a	at1
ultimately	ultimately	rr
successful	successful	jj
effort	effort	nn1
to	to	to
choke	choke	vvi
off	off	ii_rp
inflation	inflation	nn1
.	.	y
Unemployment	unemployment	nn1
began	begin	vvd
to	to	to
fall	fall	vvi
in	in	ii
1983	1983	mc
and	and	cc
dropped	drop	vvn_vvd
to	to	ii
7.2	7.2	mc
percent	percent	nnu
in	in	ii
November	november	npm1
1984	1984	mc
,	,	y
when	when	cs_rrq
Reagan	reagan	np1
easily	easily	rr
won	win	vvn_vvd
re-election	re-election	nn1
.	.	y
#	#	fo
The	the	at
economy	economy	nn1
did	do	vdd
add	add	vvi
16	16	mc
million	million	nno
jobs	job	nn2
during	during	ii
Reagan	reagan	np1
's	's	ge
1981-1989	1981-1989	mcmc
presidency	presidency	nn1
.	.	y
Gingrich	gingrich	np1@_nn1
's	's	ge
assertion	assertion	nn1
that	that	cst
		y
we	we	ppis2
created	create	vvd
		y
them	them	ppho2
may	may	vm
have	have	vhi
left	leave	vvn
the	the	at
impression	impression	nn1
that	that	cst
he	he	pphs1
was	be	vbdz
a	a	at1
key	key	jj
figure	figure	nn1
in	in	ii
that	that	dd1
growth	growth	nn1
.	.	y
Although	although	cs
Gingrich	gingrich	np1
was	be	vbdz
first	first	md
elected	elect	vvn
to	to	ii
the	the	at
House	house	nn1
in	in	ii
1978	1978	mc
,	,	y
his	his	appge
first	first	md
Republican	republican	nn1_jj@
leadership	leadership	nn1
position	position	nn1
,	,	y
as	as	csa
minority	minority	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
#	#	fo
PAUL	paul	np1
:	:	y
		y
I	i	ppis1
had	have	vhd
the	the	at
privilege	privilege	nn1
of	of	io
practicing	practice	vvg_jj@
medicine	medicine	nn1
in	in	ii
the	the	at
early	early	jj
60s	60s	mc2
,	,	y
before	before	cs
we	we	ppis2
had	have	vhd
any	any	dd
government	government	nn1
(	(	y
health	health	nn1
care	care	nn1
)	)	y
.	.	y
It	it	pph1
worked	work	vvd
rather	rather	rg
well	well	rr
,	,	y
and	and	cc
there	there	ex
was	be	vbdz
nobody	nobody	pn1
on	on	ii
the	the	at
street	street	nn1
suffering	suffer	vvg_nn1
with	with	iw
no	no	at
medical	medical	jj
care	care	nn1
.	.	y
But	but	ccb
Medicare	medicare	np1
and	and	cc
Medicaid	medicaid	np1
came	come	vvd
in	in	rp@
and	and	cc
it	it	pph1
just	just	rr
expanded	expand	vvn_vvd_jj
.	.	y
		y
#	#	fo
THE	the	at
FACTS	fact	nn2
:	:	y
Before	before	cs_ii
Medicare	medicare	np1
was	be	vbdz
created	create	vvn
in	in	ii
the	the	at
mid-1960s	mid-1960s	nn2
,	,	y
only	only	rr
about	about	rg
half	half	db
of	of	io
the	the	at
elderly	elderly	jj
had	have	vhd
private	private	jj
insurance	insurance	nn1
for	for	if
hospital	hospital	nn1
care	care	nn1
,	,	y
and	and	cc
they	they	pphs2
were	be	vbdr
facing	face	vvg
rising	rising	jj@_nn1@_vvg
costs	cost	nn2_vvz
for	for	if
those	those	dd2
policies	policy	nn2
on	on	ii
their	their	appge
fixed	fixed	jj
incomes	income	nn2
.	.	y
Medicare	medicare	np1
was	be	vbdz
hugely	hugely	rr
contentious	contentious	jj
at	at	ii
the	the	at
time	time	nnt1
,	,	y
seen	see	vvn
by	by	ii
many	many	da2
doctors	doctor	nn2
as	as	ii_csa
a	a	at1
socialist	socialist	jj
takeover	takeover	nn1
,	,	y
but	but	ccb
few	few	da2
argued	argue	vvd_vvn
that	that	cst
the	the	at
status	status	nn121
quo	quo	nn122
could	could	vm
be	be	vbi
maintained	maintain	vvn
.	.	y
#	#	fo
A	a	zz1
Health	health	nn1
,	,	y
Education	education	nn1
and	and	cc
Welfare	welfare	nn1
Department	department	nn1
report	report	nn1
to	to	ii
Congress	congress	nn1
in	in	ii
1959	1959	mc
,	,	y
during	during	ii
the	the	at
Republican	republican	nn1_jj@
administration	administration	nn1
of	of	io
Dwight	dwight	np1
Eisenhower	eisenhower	np1
,	,	y
took	take	vvd
no	no	at
position	position	nn1
on	on	ii
what	what	ddq
the	the	at
federal	federal	jj
government	government	nn1
should	should	vm
do	do	vdi
but	but	ccb
stated	state	vvd
		y
a	a	at1
larger	large	jjr
proportion	proportion	nn1
of	of	io
the	the	at
aged	aged	jj
than	than	csn
of	of	io
other	other	jj
persons	person	nn2
must	must	vm
turn	turn	vvi
to	to	ii
public	public	jj_nn1
assistance	assistance	nn1
for	for	if
payment	payment	nn1
of	of	io
their	their	appge
medical	medical	jj
bills	bill	nn2
or	or	cc
rely	rely	vv0
on	on	ii_rp@
free	free	jj
care	care	nn1
from	from	ii
hospitals	hospital	nn2
and	and	cc
physicians	physician	nn2
.	.	y
		y
#	#	fo
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
treat	treat	vvi
the	the	at
needy	needy	jj
for	for	if
free	free	jj
.	.	y
But	but	ccb
even	even	rr
in	in	ii
the	the	at
old	old	jj
days	day	nnt2
,	,	y
charity	charity	nn1
came	come	vvd
with	with	iw
a	a	at1
cost	cost	nn1
.	.	y
Research	research	nn1_vv0@
from	from	ii
the	the	at
pre-Medicare	pre-medicare	jj
era	era	nn1
shows	show	vvz
that	that	cst
the	the	at
cost	cost	nn1
of	of	io
free	free	jj
care	care	nn1
was	be	vbdz
transferred	transfer	vvn
to	to	ii
paying	pay	vvg_jj@
customers	customer	nn2
and	and	cc
the	the	at
insurance	insurance	nn1
industry	industry	nn1
.	.	y
#	#	fo
ROMNEY	romney	np1_nn1
:	:	y
		y
I	i	ppis1
could	could	vm
have	have	vhi
stayed	stay	vvn
in	in	ii
Detroit	detroit	np1
,	,	y
like	like	ii_vv0@
him	him	ppho1
,	,	y
and	and	cc
gotten	get	vvn
pulled	pull	vvn
up	up	rp
in	in	ii
the	the	at
car	car	nn1
company	company	nn1
.	.	y
I	i	ppis1
went	go	vvd
off	off	rp
on	on	ii
my	my	appge
own	own	da
.	.	y
I	i	ppis1
did	do	vdd
n't	n't	xx
inherit	inherit	vvi
money	money	nn1
from	from	ii
my	my	appge
parents	parent	nn2
.	.	y
What	what	ddq
I	i	ppis1
have	have	vh0
,	,	y
I	i	ppis1
earned	earn	vvd
.	.	y
I	i	ppis1
worked	work	vvd
hard	hard	rr_jj
,	,	y
the	the	at
American	american	jj
way	way	nn1
.	.	y
		y
#	#	fo
THE	the	at
FACTS	fact	nn2
:	:	y
It	it	pph1
's	be	vbz
true	true	jj_rr%
there	there	ex
's	be	vbz
no	no	at
evidence	evidence	nn1
Romney	romney	np1_nn1@
's	's	ge
wealthy	wealthy	jj
family	family	nn1
gave	give	vvd
him	him	ppho1
a	a	at1
trust	trust	nn1
fund	fund	nn1
,	,	y
or	or	cc
helped	help	vvd
him	him	ppho1
secure	secure	vvi
a	a	at1
job	job	nn1
at	at	ii
Bain	bain	fw
Capital	capital	nn1
,	,	y
where	where	cs_rrq
he	he	pphs1
would	would	vm
ultimately	ultimately	rr
make	make	vvi
his	his	appge
fortune	fortune	nn1
.	.	y
But	but	ccb
it	it	pph1
's	be	vbz
not	not	xx
entirely	entirely	rr
the	the	at
case	case	nn1
that	that	cst
his	his	appge
success	success	nn1
is	be	vbz
wholly	wholly	rr
the	the	at
result	result	nn1
of	of	io
his	his	appge
own	own	da
hard	hard	jj
work	work	nn1
.	.	y
#	#	fo
Romney	romney	np1
's	's	ge
father	father	nn1
,	,	y
George	george	np1
,	,	y
was	be	vbdz
an	a	at1
automobile	automobile	nn1
industry	industry	nn1
CEO	ceo	nn1
and	and	cc
a	a	at1
Michigan	michigan	np1
governor	governor	nn1
.	.	y
He	he	pphs1
paid	pay	vvd
for	for	if
Mitt	mitt	np1_nn1@
to	to	to
attend	attend	vvi
the	the	at
Cranbrook	cranbrook	np1
School	school	nn1
,	,	y
a	a	at1
private	private	jj
boarding	boarding	nn1
school	school	nn1
in	in	ii
the	the	at
Detroit	detroit	np1
area	area	nn1
.	.	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
into	into	ii
Harvard	harvard	np1
,	,	y
where	where	cs_rrq
he	he	pphs1
earned	earn	vvd
law	law	nn1
and	and	cc
business	business	nn1
degrees	degree	nn2
in	in	ii
1975.	1975	mc
#	#	fo
While	while	cs
Romney	romney	np1
appears	appear	vvz
to	to	to
have	have	vhi
gotten	get	vvn
a	a	at1
job	job	nn1
at	at	ii
Bain	bain	fw
out	out	ii21
of	of	ii22
college	college	nn1
on	on	ii
his	his	appge
own	own	da
,	,	y
the	the	at
Boston	boston	np1
Globe	globe	nn1
book	book	nn1
		y
The	the	at
Real	real	jj
Romney	romney	np1_nn1@
		y
reports	report	vvz_nn2
that	that	cst
Romney	romney	np1
's	's	ge
parents	parent	nn2
helped	help	vvd_vvn
him	him	ppho1
and	and	cc
his	his	appge
wife	wife	nn1
buy	buy	vv0
their	their	appge
first	first	md
home	home	nn1
when	when	cs_rrq
he	he	pphs1
was	be	vbdz
in	in	ii
his	his	appge_ppge@
early	early	jj_rr
20s.	20s	nnu
#	#	fo
On	on	ii
Thursday	thursday	npd1
night	night	nnt1
,	,	y
the	the	at
Romney	romney	np1_nn1@_jj%
campaign	campaign	nn1
did	do	vdd
not	not	xx
dispute	dispute	vvi
the	the	at
finding	finding	nn1
that	that	cst
Romney	romney	np1
's	's	ge
parents	parent	nn2
helped	help	vvd_vvn
pay	pay	nn1_vv0
for	for	if
that	that	dd1
house	house	nn1
,	,	y
in	in	ii
the	the	at
Boston	boston	np1
suburb	suburb	nn1
of	of	io
Belmont	belmont	np1
.	.	y
#	#	fo
ROMNEY	romney	np1_nn1
:	:	y
		y
The	the	at
executive	executive	nn1_jj@
order	order	nn1
is	be	vbz
a	a	at1
beginning	beginning	nn1
process	process	nn1
.	.	y
It	it	pph1
's	be	vbz
one	one	mc1
thing	thing	nn1
,	,	y
but	but	ccb
it	it	pph1
does	do	vdz
n't	n't	xx
completely	completely	rr
eliminate	eliminate	vvi
Obamacare	obamacare	nn1_np1
.	.	y
...	...	...
We	we	ppis2
have	have	vh0
to	to	to
go	go	vvi
after	after	ii_cs
a	a	at1
complete	complete	jj
repeal	repeal	nn1
.	.	y
And	and	cc
that	that	dd1
's	be	vbz
going	go	vvgk
to	to	to
have	have	vhi
to	to	to
have	have	vhi
to	to	to
happen	happen	vvi
with	with	iw
a	a	at1
House	house	nn1
and	and	cc
a	a	at1
Senate	senate	nn1
,	,	y
hopefully	hopefully	rr
,	,	y
that	that	cst
are	be	vbr
Republican	republican	jj@_nn1
.	.	y
		y
#	#	fo
THE	the	at
FACTS	fact	nn2
:	:	y
With	with	iw
that	that	dd1
statement	statement	nn1
,	,	y
Romney	romney	np1
essentially	essentially	rr
corrected	correct	vvd_vvn
his	his	appge
repeated	repeated	jj@
suggestions	suggestion	nn2
in	in	ii
early	early	jj
debates	debate	nn2
and	and	cc
speeches	speech	nn2
that	that	cst
he	he	pphs1
would	would	vm
eliminate	eliminate	vvi
President	president	nnb
Barack	barack	np1
Obama	obama	np1
's	's	ge
health	health	nn1
care	care	nn1
law	law	nn1
with	with	iw
a	a	at1
stroke	stroke	nn1
of	of	io
the	the	at
pen	pen	nn1
on	on	ii
his	his	appge
first	first	md
day	day	nnt1
in	in	ii
office	office	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
of	of	io
the	the	at
claim	claim	nn1
,	,	y
he	he	pphs1
had	have	vhd
vowed	vow	vvn
in	in	ii
a	a	at1
Sept.	sept	npm1
7	7	mc
debate	debate	nn1_vv0@
that	that	cst
on	on	ii
Day	day	np1_nnt1
One	one	mc1_pn1
,	,	y
he	he	pphs1
would	would	vm
sign	sign	vvi
an	a	at1
executive	executive	nn1_jj@
order	order	nn1
		y
granting	grant	vvg
a	a	at1
waiver	waiver	nn1
from	from	ii
Obamacare		np1_nn1
to	to	ii
all	all	db
50	50	mc
states	state	nn2
.	.	y
		y
This	this	dd1
,	,	y
despite	despite	ii
the	the	at
fact	fact	nn1
that	that	cst
the	the	at
law	law	nn1
lays	lay	vvz
out	out	rp
an	a	at1
onerous	onerous	jj
process	process	nn1
for	for	if
letting	let	vvg
individual	individual	jj_nn1
states	state	nn2_vvz
off	off	ii_rp
the	the	at
hook	hook	nn1
from	from	ii
its	its	appge
requirements	requirement	nn2
,	,	y
and	and	cc
that	that	dd1_cst
process	process	nn1
can	can	vm
not	not	xx
begin	begin	vvi
until	until	ii@_cs
2017.	2017	mc
#	#	fo
Now	now	rt
he	he	pphs1
acknowledges	acknowledge	vvz
the	the	at
political	political	jj
reality	reality	nn1
that	that	cst
a	a	at1
Republican	republican	nn1_jj@
president	president	nn1
would	would	vm
need	need	vvi
Republican	republican	nn1_jj@
control	control	nn1
of	of	io
Congress	congress	nn1
to	to	to
have	have	vhi
a	a	at1
strong	strong	jj
shot	shot	nn1
at	at	ii
repealing	repeal	vvg
the	the	at
law	law	nn1
.	.	y
#	#	fo
Associated	associated	jj
Press	press	nn1
writers	writer	nn2
Steve	steve	np1
Peoples	people	nn2
,	,	y
Jim	jim	np1
Drinkard	drinkard	np1
,	,	y
and	and	cc
Christopher	christopher	np1
S.	s	np1
Rugaber	rugaber	np1
contributed	contribute	vvd
to	to	ii
this	this	dd1
report.	report	nnu
#	#	fo
#	#	fo
##4113716		
Fire	fire	nn1_vv0@
officials	official	nn2
say	say	vv0
they	they	pphs2
have	have	vh0
stopped	stop	vvn
the	the	at
forward	forward	jj@_nn1@
progress	progress	nn1
of	of	io
a	a	at1
fast-moving	fast-moving	jj
brush	brush	nn1
fire	fire	nn1
south	south	nd1
of	of	io
Reno	reno	np1
,	,	y
Nev.	nev	np1
,	,	y
that	that	cst_dd1
burned	burn	vvd
several	several	da2
structures	structure	nn2
and	and	cc
forced	force	vvn_vvd
about	about	rg
10,000	10,000	mc
people	people	nn
to	to	to
flee	flee	vvi
their	their	appge
homes	home	nn2
.	.	y
#	#	fo
Reno	reno	np1
Fire	fire	nn1_vv0@
Chief	chief	nnb
Michael	michael	np1
Hernandez	hernandez	np1
says	say	vvz
crews	crew	nn2
were	be	vbdr
able	able	jk
to	to	to
stop	stop	vvi
the	the	at
wall	wall	nn1
of	of	io
flames	flame	nn2
before	before	cs
it	it	pph1
reached	reach	vvd
Galena	galena	np1
High	high	jj
School	school	nn1
.	.	y
That	that	dd1
's	be	vbz
where	where	rrq
Vice	vice	nnb
President	president	nnb
Joe	joe	np1
Biden	biden	np1
spoke	speak	vvd
Thursday	thursday	npd1
before	before	ii_cs
the	the	at
fire	fire	nn1
threat	threat	nn1
forced	force	vvd_vvn
him	him	ppho1
to	to	to
cut	cut	vvi
his	his	appge
appearance	appearance	nn1
short	short	jj_rr@_nn1%
.	.	y
#	#	fo
The	the	at
flames	flame	nn2
were	be	vbdr
visible	visible	jj
from	from	ii
Reno	reno	np1
's	's	ge
downtown	downtown	jj
casino	casino	nn1
district	district	nn1
,	,	y
about	about	rg
10	10	mc
miles	mile	nnu2
away	away	rl
.	.	y
#	#	fo
Hernandez	hernandez	np1
says	say	vvz
crews	crew	nn2
expect	expect	vv0
to	to	to
work	work	vvi
through	through	ii
the	the	at
weekend	weekend	nnt1
to	to	to
get	get	vvi
the	the	at
fire	fire	nn1
fully	fully	rr
contained	contain	vvn_vvd
.	.	y
It	it	pph1
has	have	vhz
burned	burn	vvn
about	about	rg
3,700	3,700	mc
acres	acre	nnu2
,	,	y
or	or	cc
nearly	nearly	rr
6	6	mc
square	square	jj
miles	mile	nnu2
,	,	y
since	since	cs
it	it	pph1
started	start	vvd
shortly	shortly	rr
after	after	ii_cs
noon	noon	nnt1
.	.	y
#	#	fo
Hernandez	hernandez	np1
says	say	vvz
several	several	da2
homes	home	nn2
were	be	vbdr
destroyed	destroy	vvn
,	,	y
but	but	ccb
he	he	pphs1
did	do	vdd
n't	n't	xx
have	have	vhi
an	a	at1
exact	exact	jj
number	number	nn1
.	.	y
#	#	fo
THIS	this	dd1
IS	be	vbz
A	a	at1@_zz1
BREAKING	break	nn1@_vvg
NEWS	news	nn1
UPDATE	update	nn1
.	.	y
Check	check	vv0
back	back	rp
soon	soon	rr
for	for	if
further	far	jjr@
information	information	nn1
.	.	y
AP	ap	np1
's	's	ge
earlier	early	jjr
story	story	nn1
is	be	vbz
below	below	rl
.	.	y
#	#	fo
Wind	wind	nn1_vv0@
gusts	gust	nn2
of	of	io
up	up	rg21
to	to	rg22
82	82	mc
mph	mph	nnu
pushed	push	vvd_vvn
a	a	at1
fast-moving	fast-moving	jj
brush	brush	nn1
fire	fire	nn1
near	near	ii
Reno	reno	np1
out	out	ii21
of	of	ii22
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
,	,	y
threatened	threaten	vvd_vvn
dozens	dozen	nno2
more	more	rrr_dar_rgr
and	and	cc
forced	force	vvn_vvd
about	about	rg
10,000	10,000	mc
people	people	nn
to	to	to
evacuate	evacuate	vvi
their	their	appge
neighborhoods.	neighborhood	nnu
#	#	fo
Reno	reno	np1
Fire	fire	nn1_vv0@
Chief	chief	nnb
Michael	michael	np1
Hernandez	hernandez	np1
said	say	vvd
more	more	dar
than	than	csn
230	230	mc
firefighters	firefighter	nn2
were	be	vbdr
battling	battle	vvg
the	the	at
blaze	blaze	nn1
,	,	y
which	which	ddq
had	have	vhd
grown	grow	vvn
to	to	ii_to
nearly	nearly	rr
5	5	mc
square	square	jj
miles	mile	nnu2
within	within	ii
hours	hour	nnt2
and	and	cc
was	be	vbdz
eerily	eerily	rr
similar	similar	jj
to	to	ii
another	another	dd1
unusual	unusual	jj
winter	winter	nnt1
fire	fire	nn1_vv0@
that	that	cst
destroyed	destroy	vvd
30	30	mc
homes	home	nn2
in	in	ii
southwest	southwest	nd1
Reno	reno	np1
two	two	mc
months	month	nnt2
ago	ago	ra
.	.	y
#	#	fo
		y
Several	several	da2
		y
homes	home	nn2
had	have	vhd
been	be	vbn
destroyed	destroy	vvn
before	before	ii
nightfall	nightfall	nnt1
Thursday	thursday	npd1
,	,	y
Hernandez	hernandez	np1
said	say	vvd
.	.	y
He	he	pphs1
said	say	vvd
he	he	pphs1
did	do	vdd
n't	n't	xx
know	know	vvi
the	the	at
exact	exact	jj
number	number	nn1
but	but	ccb
told	tell	vvd_vvn
reporters	reporter	nn2
		y
the	the	at
news	news	nn1
is	be	vbz
not	not	xx
good	good	jj
.	.	y
		y
#	#	fo
There	there	ex
were	be	vbdr
no	no	at
immediate	immediate	jj
reports	report	nn2
of	of	io
any	any	dd
deaths	death	nn2
or	or	cc
injuries	injury	nn2
.	.	y
#	#	fo
A	a	zz1
Reno	reno	np1
television	television	nn1
station	station	nn1
reported	report	vvd_vvn
at	at	rr21
least	least	rr22
10	10	mc
homes	home	nn2
had	have	vhd
burned	burn	vvn
since	since	cs_ii@
the	the	at
fire	fire	nn1
of	of	io
unknown	unknown	jj
origin	origin	nn1
broke	break	vvd
out	out	rp
shortly	shortly	rr
after	after	ii_cs
noon	noon	nnt1
along	along	ii
U.S.	us	np1
Highway	highway	nn1
395.	395	mc
#	#	fo
Washoe	washoe	np1_nn1@_vv0@
County	county	nn1
officials	official	nn2
declared	declare	vvd_vvn
a	a	at1
state	state	nn1
of	of	io
emergency	emergency	nn1
a	a	at1
few	few	da2
hours	hour	nnt2
later	later	rrr
,	,	y
and	and	cc
Gov	gov	nn1
.	.	y
Brian	brian	np1
Sandoval	sandoval	np1
followed	follow	vvd_vvn
with	with	iw
a	a	at1
statewide	statewide	jj
declaration	declaration	nn1
.	.	y
#	#	fo
A	a	zz1
five-mile	five-mile	jj
stretch	stretch	nn1@
of	of	io
U.S.	us	np1
395	395	mc
was	be	vbdz
closed	close	vvn
as	as	ii_csa
the	the	at
strong	strong	jj
winds	wind	nn2
pushed	push	vvd_vvn
the	the	at
flames	flame	nn2
north	north	nd1
toward	toward	ii
Reno	reno	np1
along	along	ii
the	the	at
base	base	nn1
of	of	io
the	the	at
hillsides	hillside	nn2
,	,	y
Washoe	washoe	np1
County	county	nn1
sheriff	sheriff	nn1
's	's	ge
Deputy	deputy	nn1
Armando	armando	np1_nn1
Avina	avina	np1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
By	by	ii
nightfall	nightfall	nnt1
,	,	y
the	the	at
fire	fire	nn1
had	have	vhd
burned	burn	vvn
to	to	ii
the	the	at
city	city	nn1
's	's	ge
southern	southern	jj
outskirts	outskirts	nn2
.	.	y
Flames	flame	nn2
were	be	vbdr
visible	visible	jj
10	10	mc
miles	mile	nnu2
away	away	rl
in	in	ii
the	the	at
downtown	downtown	jj
casino	casino	nn1
district	district	nn1
.	.	y
#	#	fo
		y
It	it	pph1
's	be	vbz
moving	move	vvg
at	at	ii
a	a	at1
very	very	rg
fast	fast	jj
rate	rate	nn1
,	,	y
		y
Avina	avina	np1
said	say	vvd
.	.	y
		y
The	the	at
winds	wind	nn2
are	be	vbr
extremely	extremely	rr
powerful	powerful	jj
in	in	ii
this	this	dd1
area	area	nn1
.	.	y
		y
#	#	fo
The	the	at
winds	wind	nn2
died	die	vvd
down	down	rp
after	after	ii
nightfall	nightfall	nnt1
and	and	cc
rain	rain	nn1
started	start	vvd
falling	fall	vvg_jj@
,	,	y
much	much	rr_da1
to	to	ii
the	the	at
delight	delight	nn1
of	of	io
fire	fire	nn1
crews	crew	nn2
.	.	y
#	#	fo
About	about	rg
300	300	mc
students	student	nn2
were	be	vbdr
evacuated	evacuate	vvn
from	from	ii
Pleasant	pleasant	jj
Valley	valley	nn1
Elementary	elementary	jj
School	school	nn1
,	,	y
and	and	cc
deputies	deputy	nn2
went	go	vvd
door	door	nn1
to	to	ii
door	door	nn1
asking	ask	vvg
people	people	nn
to	to	to
leave	leave	vvi
their	their	appge
homes	home	nn2
in	in	ii
Pleasant	pleasant	jj
Valley	valley	nn1
,	,	y
Old	old	jj
Washoe	washoe	nn1@_np1
Valley	valley	nn1_np1@
and	and	cc
Saint	saint	np1
James	james	np1
Village	village	np1
,	,	y
Avina	avina	np1
said	say	vvd
.	.	y
#	#	fo
Erika	erika	np1
Minnberry		np1
,	,	y
28	28	mc
,	,	y
said	say	vvd
she	she	pphs1
did	do	vdd
n't	n't	xx
become	become	vvi
concerned	concerned	jj
at	at	rr21
first	first	rr22
because	because	cs
smoke	smoke	nn1_vv0
from	from	ii
the	the	at
fire	fire	nn1
appeared	appear	vvd
far	far	rr
enough	enough	rr
away	away	rl
.	.	y
#	#	fo
		y
Probably	probably	rr
30	30	mc
minutes	minute	nnt2
later	later	rrr
,	,	y
it	it	pph1
was	be	vbdz
up	up	ii21
to	to	ii22
our	our	appge
house	house	nn1
because	because	ii21
of	of	ii22
the	the	at
high	high	jj
winds	wind	nn2
,	,	y
		y
she	she	pphs1
said	say	vvd
.	.	y
		y
I	i	ppis1
felt	feel	vvd
pure	pure	jj
survival	survival	nn1
adrenaline	adrenaline	nn1
.	.	y
When	when	cs_rrq
we	we	ppis2
drove	drive	vvd
away	away	rl
,	,	y
the	the	at
smoke	smoke	nn1
was	be	vbdz
so	so	rg_rr
thick	thick	jj_rr@
,	,	y
we	we	ppis2
could	could	vm
barely	barely	rr
see	see	vvi
ahead	ahead	ii21
of	of	ii22
us	us	ppio2
.	.	y
Now	now	rt
I	i	ppis1
feel	feel	vv0
anxiety	anxiety	nn1
.	.	y
I	i	ppis1
could	could	vm
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
hope	hope	vv0
they	they	pphs2
're	be	vbr
OK.	ok	jj
		y
#	#	fo
KRNV-TV		nn1
